Timestamp,Resistance
55421,181
55525,172
55630,172
55734,200
55838,181
55942,172
56047,181
56152,172
56256,172
56361,172
56465,181
56569,181
56673,181
56777,190
56882,190
56986,181
57090,181
57195,172
57299,190
57403,172
57507,172
57612,181
57716,172
57820,172
57926,172
58030,172
58134,181
58238,172
58342,162
58446,190
58550,172
58654,181
58759,181
58864,181
58968,181
59073,181
59178,181
59282,172
59386,181
59490,172
59594,172
59699,181
59803,172
59907,181
60011,172
60115,172
60219,153
60323,181
60427,172
60531,181
60636,190
60740,181
60845,200
60950,172
61054,181
61158,190
61263,162
61367,172
61472,181
61577,181
61682,181
61787,172
61892,181
61997,162
62102,172
62207,181
62312,190
62521,181
62626,181
62731,181
62836,172
62941,172
63046,190
63151,181
63255,181
63359,172
63463,181
63568,172
63673,181
63777,200
63881,172
63985,162
64089,181
64194,153
64299,181
64403,172
64508,181
64612,172
64717,181
64821,181
64926,190
65030,172
65135,172
65239,172
65343,172
65448,162
65552,181
65657,190
65762,162
65867,181
65972,172
66077,172
66181,190
66286,181
66390,181
66495,172
66599,172
66704,172
66808,172
66913,172
67017,162
67122,181
67226,162
67331,172
67436,181
67540,200
67644,172
67748,162
67853,181
67957,181
68062,181
68166,181
68271,181
68376,181
68481,181
68586,162
68690,181
68795,172
68900,172
69004,181
69108,181
69215,172
69320,172
69425,181
69530,162
69634,172
69739,162
69844,172
69948,172
70053,172
70158,172
70263,181
70368,190
70472,190
70577,172
70682,172
70787,172
70891,181
70995,190
71099,181
71203,172
71307,172
71411,172
71515,200
71620,200
71724,172
71828,190
71932,181
72036,162
72140,181
72244,172
72349,181
72453,172
72557,172
72662,200
72766,172
