Timestamp,Resistance
46753,126
46857,135
46961,126
47065,126
47169,144
47275,153
47379,135
47483,135
47587,135
47691,135
47795,135
47899,153
48003,135
48108,162
48212,126
48316,135
48420,144
48524,144
48629,135
48733,144
48838,135
48943,135
49048,126
49153,135
49258,153
49362,162
49466,135
49570,135
49674,153
49778,135
49882,126
49987,126
50092,135
50196,135
50300,126
50404,144
50508,135
50613,144
50718,135
50822,135
50926,144
51030,135
51134,126
51238,126
51342,135
51446,144
51551,153
51655,126
51760,153
51865,135
51969,153
52074,144
52179,144
52284,144
52389,135
52494,144
52598,117
52703,153
52808,135
52912,153
53016,135
53121,135
53227,135
53436,144
53540,135
53644,153
53748,135
53852,135
53957,144
54063,135
54166,126
54271,135
54376,144
54481,144
54585,135
54689,144
54793,144
54898,144
55002,126
55107,144
55212,135
55317,144
55422,144
55631,126
55735,135
55839,135
55943,144
56048,162
56153,144
56257,135
56362,135
56466,135
56570,144
56674,135
56778,144
56883,144
56987,144
57091,135
57196,153
57300,126
57404,135
57508,144
57613,135
57717,144
57821,144
57927,135
58031,135
58135,126
58239,126
58343,126
58447,135
58551,135
58655,135
58760,117
58865,135
58969,153
59074,144
59179,135
59283,135
59387,126
59491,135
59595,135
59700,135
59804,117
59908,144
60012,135
60116,153
60220,144
60324,126
60428,135
60532,135
60637,144
60741,126
60846,144
60951,144
61055,135
61159,135
61264,135
61368,135
61473,126
61578,135
61683,135
61788,135
61893,135
62103,126
62209,144
62313,153
62417,135
62522,135
62627,126
62732,135
62837,135
62942,135
63047,126
63152,144
63256,135
63360,126
63464,135
63569,153
63674,135
63778,135
63882,135
63986,135
64090,135
64195,144
64300,135
64404,135
64509,135
64613,153
64718,153
64927,144
65031,135
65136,135
65240,117
65344,126
65449,135
65553,135
65658,135
65764,135
65869,135
65973,117
66078,135
66182,135
66287,144
66391,144
66496,144
66600,162
66705,144
66809,144
66914,144
67018,144
67123,135
67227,135
67332,135
67437,135
67541,144
67645,144
67750,135
67854,126
67958,135
68063,126
68167,126
68273,126
68377,135
68482,126
68587,144
68691,153
68796,135
68901,135
69005,144
69112,135
69216,135
69321,135
69426,135
69531,135
69635,135
69740,135
69845,135
69949,135
70054,135
70159,144
70264,135
70369,135
70473,144
70578,144
70683,144
70788,144
70892,135
70996,135
71100,162
71204,135
71308,144
71412,117
71516,144
71621,135
71725,135
71829,144
71933,135
72037,144
72141,144
72245,144
72350,135
72454,135
72559,135
72663,135
