Timestamp,Resistance
30153,227
30257,227
30362,227
30467,227
30572,227
30676,218
30780,209
30885,218
30989,227
31094,227
31199,237
31304,256
31408,246
31512,265
31616,303
31929,312
32033,303
32138,293
32244,284
32348,293
32452,284
32557,293
32663,284
32766,284
32871,284
32975,322
33079,341
33183,322
33288,293
33392,265
33496,322
33600,274
33705,246
33810,227
33915,218
34020,246
34124,246
34228,246
34332,303
34436,218
34540,200
34645,181
34749,172
34853,200
34957,162
35061,162
35166,172
35270,153
35378,162
35482,135
35586,126
35692,135
35797,135
35901,126
36007,135
36112,144
36216,98
36321,117
36425,135
36529,117
36633,126
36737,135
36842,126
36947,126
37052,126
37157,144
37262,126
37368,153
37472,135
37576,126
37680,135
37784,126
37889,135
37995,144
38099,190
38203,227
38309,284
38413,209
38517,256
38622,370
38727,351
38832,341
38937,312
39041,312
39146,227
39252,218
39356,209
39460,218
39564,209
39668,200
39772,162
39876,172
39981,153
40085,162
40189,153
40293,153
40397,144
40501,144
40605,144
40710,135
40814,153
40918,135
41022,126
41126,135
41231,144
41335,153
41439,135
41543,135
41648,135
41752,126
41856,144
41960,135
42064,126
42168,126
42272,135
42376,144
42480,126
42584,135
42688,126
42792,135
42896,126
43000,126
43104,135
43208,135
43312,135
43417,144
43521,227
43626,284
43731,379
43835,360
43939,331
44044,418
44149,341
44253,265
44357,303
44461,200
44565,172
44669,181
44773,181
44877,162
44981,172
45085,181
45190,209
45295,190
45399,209
45503,153
45607,135
45711,144
45815,135
45919,135
46023,144
46128,144
46232,135
46336,144
46440,135
46544,144
46650,135
46754,135
46858,126
46962,117
47066,108
47170,108
47276,108
47380,108
47484,108
47588,162
47692,274
47796,312
47900,293
48004,246
48109,237
48213,246
48317,237
48421,237
48525,274
48630,341
48734,303
48839,370
48944,293
49049,274
49154,284
49259,284
49363,284
49467,322
49571,312
49675,293
49779,303
49883,284
49988,341
50093,351
50197,351
50301,360
50405,370
50509,379
50614,322
50719,341
50823,331
50927,303
51031,303
51135,274
51239,303
51343,265
51447,284
51552,284
51656,274
51761,284
51866,293
51970,265
52075,274
52181,293
52285,284
52390,293
52495,274
52599,284
52704,274
52809,256
52913,293
53017,274
53122,284
53228,274
53332,351
53437,370
53541,408
53645,341
53749,360
53853,341
53958,312
54064,322
54167,351
54272,322
54377,351
54482,370
54586,418
54690,389
54794,360
54899,341
55003,322
55108,331
55213,303
55318,265
55423,265
55528,265
55632,256
55736,256
55840,265
55944,256
56049,246
56154,246
56259,237
56363,246
56467,237
56571,237
56675,227
56779,227
56884,237
56988,256
57092,246
57197,246
57301,265
57405,265
57509,246
57614,284
57718,274
57822,265
57928,256
58032,246
58136,284
58240,274
58344,312
58448,379
58552,341
58656,312
58762,322
58867,312
58971,303
59076,303
59180,322
59284,312
59388,331
59492,370
59596,389
59701,341
59805,331
59909,331
60013,331
60117,341
60221,341
60325,322
60429,341
60533,341
60638,331
60743,341
60847,322
60952,322
61056,331
61160,322
61265,322
61369,312
61474,322
61579,312
61684,331
61789,322
61895,322
61999,331
62104,322
62210,322
62314,312
62418,303
62523,303
62628,303
62733,284
62838,293
62943,284
63049,303
63153,303
63257,303
63361,312
63465,303
63570,293
63675,293
63779,303
63883,293
63987,284
64091,303
64196,293
64301,293
64405,293
64510,312
64614,312
64719,303
64823,322
64928,303
65033,303
65137,322
65241,312
65346,322
65450,312
65554,303
65659,293
65765,293
65869,303
65974,303
66079,284
66183,293
66288,293
66392,284
66497,293
66602,303
66706,293
66810,293
66915,293
67020,322
67124,312
67229,284
67334,293
67438,312
67542,322
67646,312
67750,303
67855,293
67959,303
68064,303
68168,293
68274,303
68378,293
68483,303
68588,303
68692,284
68797,303
68902,303
69006,284
69113,312
69217,293
69322,303
69427,322
69532,322
69741,322
69846,303
69950,322
70055,322
70160,341
70265,322
70370,312
70474,341
70579,322
70684,341
70789,322
70893,312
70997,312
71101,284
71205,293
71309,284
71413,312
71517,322
71622,303
71726,293
71830,284
71934,293
72038,312
72142,293
72246,312
72351,284
72455,293
72559,293
72664,284
